Guid	Qcate	Q	A	Keywords_A	Output_conf	Output
06c8d03c-924c-4f4b-be50-0c2ba51e69ba	text	Are the highways I-30 and I-35 in Texas both names after people?	["Yes, both I-30 and I-35 in Texas are named after people with I-30 being known as the R.L. Thornton Freeway and I-35 as Stemmons Freeway.", "\"Yes, both the I-30 (East R.L. Thornton Freeway) and the I-35 (Stemmons Freeway) are named after people.\"", "\"Yes, both highways are named after people.\"", "\"The highways I-30 and I-35 in Texas are both named after people.\""]	"both are named after people"	1	["InIn Dallas, I-30 is known as East R.L. Thornton Freeway between downtown Dallas and the eastern suburb of Mesquite. From downtown north, Interstate 35E (I-35E) is named as the Stemmons Freeway, named so for Leslie Stemmon by his son, John M. Thornton. It lies north of downtown, west of Oak Lawn"]
bbdee318-2e83-4c8a-8fb9-2ce922b68d99	text	The voiceless palatal lateral fricative and the voiceless postalveolar fricative are both what type of sound?	["Consonantal", "\"They are both consonantal sounds.\"", "\"Voiceless palatal lateral fricative and voiceless postalveolar fricative are both examples of consonantal sounds.\"", "\"The voiceless palatal lateral fricative and the voiceless postalveolar fricative are both consonantal sounds.\""]	"consonantal sound"	1	["A. The voiceless palatal lateral fricative is a type of consonantal sound, used in some spoken languages. This refers to a class of sounds, not a single sound. There are several types with significant perceptual differences:"]
01e188ea-74ef-4dcf-99e5-6fd845d682b2	text	Neferneferuaten Nefertiti was an example of what, most of whom did not rule as Pharoahs?	["Queen of Egypt", "\"Neferneferuaten Nefertiti was an example of a queen.\"", "\"Neferneferuaten Nefertiti was a queen, most of whom did not rule as Pharaohs.\"", "\"Neferneferuaten Nefertiti was an example of a Queen, most of whom did not rule as Pharoahs.\"", "\"Neferneferuaten Nefertiti was an Egyptian Queen, who did not rule as a Pharaoh.\""]	"Queens"	1	["ThusMost Queens included on this page did not rule as Pharaohs. However, some did rule in their own right following the deaths of their husbands.Thus, male consorts never existed during the time of the native Egyptian royal dynasties, and only Berenice IV and Cleopatra VII are listed as having male consort who did not ruled as Pharaoh. Neferneferuaten ( / \u02ccn\u025bf\u0259r\u02c8ti"]
df4f2d51-ea38-4a70-a90f-83b4b03204ad	text	What is the Irish name of the town at the southwestern end of Conor Pass?	["An Daingean or Daingean U\u00ed Ch\u00fais are the Irish names of Dingle, the town at the southwestern end of Conor Pass.", "\"Dingle lies at the southwestern end of Conor Pass; its Irish name is An Daingean or Daingean U\u00ed Ch\u00fais, meaning \"fort of \u00d3 C\u00fais.\"\"", "\"It says that Conor Pass runs from Dingle on the south-western end of the peninsula towards Brandon Bay and Castlegregory in the north-east. Dingle (Irish: An Daingean or Daingean U\u00ed Ch\u00fais, meaning \"fort of \u00d3 C\u00fais\") Therefore the answer is Daingean U\u00ed Ch\u00fais.\""]	"An Daingean or Daingean Uí Chúis"	1	["\"Conor Pass is the highest mountain pass in Ireland. The Blasket Islands lie off the west coast. Dingle (Irish: An Daingean U\u00ed Ch\u00fais, meaning \"\"fort of Dingle\"\") lies on the east coast of Ireland.Conor pass, which runs from Dingle on the south-western end of the peninsula towards Brandon Bay and Castlegregory in the north-east"]
8616d25e-07a5-4e24-a10d-90c8a7dc8229	text	What type of condition is both Perisylvian syndrome and Primary Progressive aphasia?	["Both of these are types of Neurological issues", "\"Both are neurological.\"", "\"Both Perisylvian syndrome and Primary Progressive aphasia are neurological diseases.\"", "\"Perisylvian syndrome and Primary Progressive aphasia are both neurological diseases.\"", "\"They are both neurological diseases.\"", "\"They are both neurological.\""]	"neurological conditions"	1	["PerPerisylvian syndrome is a rare neurological disease characterized by damage to the sylvian fissure (lateral sulcus), an area in the brain involved in language and speech. Primary progressive aphasia ( PPA) is a type of neurological syndrome in which language capabilities slowly and progressively become impaired. The main symptoms are difficulty chewing and swallowing, low muscle tone in the face and tongue, speech and language development disorders, and epilepsy. As with other types of a"]
84f3c57a-649d-420c-bc8f-03cdf332bbf5	text	What type of circular lymphatic-like vessel in the eye that collects aqueous humor and delivers it to the episcleral blood vessels is circumnavigated by a microcatheter?	["Schlemm's canal", "\"The circular lymphatic-like vessel in the eye that collects aqueous humor and delivers it to the episcleral blood vessels and is circumnavigated by a microcatheter is Schlemm's canal.\"", "\"The Schlemm's canal type of circular lymphatic-like vessel in the eye that collects aqueous humor and delivers it to the episcleral blood vessels is circumnavigated by a microcatheter.\"", "\"Schlemm's canal is circumnavigated by a microcatheter\"", "\"Schlemm's canal is a circular lymphatic-like vessel in the eye that collects aqueous humor from the anterior chamber and delivers it into the episcleral blood vessels via aqueous veins.\"", "\"Schlemm's canal is the type of circular lymphatic-like vessel in the eye that collects aqueous humor and delivers it to the episcleral blood vessels is circumnavigated by a microcatheter\""]	"Schlemm's canal"	1	["A. Schlemm's canal is a circular lymphatic-like vessel in the eye that collects aqueous humor from the anterior chamber and delivers it into the posterior chamber.A microcatheter circumnavigates the iris, enlarging the main drainage channel and its smaller collector channels through the injection of a sterile, gel-like material called viscoelastic. The catheter is then removed and a suture is placed within the canal and tightened."]
a5ec6f89-4761-4f22-8378-5017296e9272	text	The Kriegsmarine operated what kind of area that the Rostock is on the Baltic Sea?	["A port.", "\"The Kriegsmarine operated ports that the Rostock is an example of in the Baltic Sea.\"", "\"The text mentions the ports operated by the Kriegsmarine. Also the Rostock Port is a large German port on the Baltic Sea. The common factor is ports. Therefore the answer is ports.\"", "\"The Kriegsmarine operated several ports including Rostock Port on the Baltic Sea.\"", "\"The Kriegsmarine operated ports that the Rostock is on the Baltic Sea.\"", "\"The Kriegsmarine operated ports.\""]	"port"	1	["P.Ports operated by the Kriegsmarine of the German Krieg--- German Kommand-Kommandanten- and the K-K-Komandant was the most important ports in the Baltic Sea were grouped together under an administrative units known as a port commander was the senior most officer in charge of the port. For most major ports, a Hafenkommanden was the head of a port. Rostock Port is a large German"]
c0543365-8573-4d2c-884a-70524aad0980	text	The Verreaux, diademed, and crowned are all species of what?	["sifaka", "\"The Verreaux's, diademed, and crowned are all species of sifaka.\"", "\"They are all sifaka.\"", "\"The Verreaux, diademed, and crowned are all species of sifaka.\""]	"Sifakas"	1	["VerVerreaux's sifaka has a relatively low, flat braincase. The face is broader than that of most other indriids, but its snout is reduced. Its dental formula is 2.1.3 2.2.3. This species is also distinguished by its unique dentition. The diademed sifak ( Propithecus diadema ), or diated simpona, is an endangered species of"]
20157b78-ee1b-4389-81d5-18b0bccd88b6	text	The body contains three types of what tissue, most of the large number of which in the forearm are divided into the wrist, hand, and finger extensors on the dorsal side (back of hand) and the ditto flexors in the superficial layers on the ventral side (side of palm)?	["Muscle", "\"The  body contains three types of muscle tissue.\"", "\"The body contains three types of muscle.\"", "\"The body contains three types of muscle tissue.\""]	"muscle"	1	["Most.Most of the large number of muscles in the forearm are attached to either the lateral or medial epicondyle of the humerus. The body contains three types of muscle tissue: (a) skeletal muscle, (b) smooth muscle, and (c) cardiac muscle"]
78c2709b-484a-4f00-b9cb-5f8ab84ed78f	text	There are Spanish and Italian types of what sort of bird also known as Passer italiae?	["Sparrows", "\"There are Spanish and Italian types of cisalpine sparrow also known as Passer italiae.\"", "\"There are Spanish and Italian types of sparrows, also known as Passer italiae.\"", "\"There are Spanish and Italian types of sparrows.\""]	"sparrow"	1	["The is a species of passerine bird in the family Passeridae.The Italian sparrow ( Passer italiae ), also known as the cisalpine sparrow"]
38b64b3e-2e46-493e-8c49-eedfdbbb686b	text	Copernicus is a lunar impact crater located in eastern Oceanus Procellarum, named after what Rennaissance polymath and astronomer who formulated a model of the universe that placed the Sun rather than Earth at its center?	["It was named for Nicolaus Copernicus.", "\"Copernicus, the lunar impact crater located in eastern Oceanus Procellarum, was named after Nicolaus Copernicus, who was a Renaissance polymath and astronomer who formulated a model of the universe that placed the Sun rather than the Earth at its center.\"", "\"The lunar impact crater named Copernicus was named after Nicolaus Copernicus.\"", "\"Copernicus is a lunar impact crater located in eastern Oceanus Procellarum, named after Nicolaus Copernicus.\"", "\"Nicolaus Copernicus had the lunar impact crater named after him, and formulated a model of the universe that placed the Sun rather than Earth at its center.\"", "\"Copernicus is a lunar impact crater located in eastern Oceanus Procellarum, named after Nicolaus Copernicus, the Rennaissance polymath and astronomer who formulated a model of the universe that placed the Sun rather than Earth at its center.\""]	"Nicolaus Copernicus"	1	["CopCopernicus is a lunar impact crater located in the eastern Oceanus Procellarum. It was named after the astronomer Nicolaus Copernicus. It typifies craters that formed during the Copernican period in that it has a prominent ray system and a large crater rim.[1]Name [ edit ]Latin: Copernica; Polish: Kopernik"]
f471fa86-d993-4f80-95fc-a240a2574665	text	Yi and Joseon were both names of what?	["Dynasties", "\"Yi and Joseon were both names of dynasties.\"", "\"Yi and Joseon were both names of Korean dynasties.\""]	"Dynasties"	1	["\"\"According to the Veritable Records of the Joseon Dynasty, the title \"\"prince\"\" (\uad70) was at first restricted to be given to sons or grandsons of kings, but these standards became looser over time. Generally, a royal eligible to be a prince could not receive the title automatically even if his rank raised him to the junior second rank. The House of Yi, also called the Yi dynasty (also transcribed as Ri dynasty) is the royal"]
68f3ea5c-1841-4958-bf22-653e283c0452	text	Purposeful production of what, examples of which are distilled drinks, spirits, or liquor, is common and often reflects cultural and religious peculiarities as much as geographical and sociological conditions??	["Alcoholic drinks", "\"Purposeful production of alcoholic drinks, examples of which are distilled drinks, spirits, or liquor, is common and often reflects cultural and religious peculiarities as much as geographical and sociological conditions.\"", "\"Purposeful production of alcoholic beverages, such as distilled drinks, spirits, or liquor, is common and frequently reflects cultural and religious differences, as well as geographical and socioeconomic conditions.\"", "\"This question is referring to alcoholic drinks.\"", "\"Purposeful production of alcoholic drinks is common and often reflects cultural and religious peculiarities as much as geographical and sociological conditions\"", "\"Purposeful production of alcoholic drinks is common.\""]	"alcoholic drinks"	1	["Pur.Purposeful production of alcoholic drinks is common and common and often reflects cultural and religious peculiarities as much as geographical and sociological conditions. Discovery of late Stone Age jugs suggest that intentionally fermented beverages existed at least as early as the Neolithic period (c. 10000 BC). A distilled drink, spirit, or liquor is an alcoholic drink containing ethanol that is produced by distillation (i.e., concentrating by distilling) of ethanol produced by means of fermenting grains,"]
c24aa51e-d20e-42c9-81cb-5dc8995da4c4	text	Which Act of the Parliament of English makes it treason to break the promise of a pass or document to allow the enemy alien to traverse its territory without harassment, bodily harm, or fear of death	["The Safe Conducts Act 1414 (2 Hen. 5 c.6)", "\"The Safe Conducts Act 1414 makes it treason to break the promise of a pass or document to allow the enemy alien to traverse its territory without harassment, bodily harm, or fear of death\"", "\"In the facts it says, the Safe Conducts Act 1414 was an Act of the Parliament of England. It made it high treason to break a truce or promise of safe conduct by killing, robbing or \"spoiling\" the victim. Therefore the answer is The Safe Conducts Act 1414\"", "\"The Safe Conducts Act 1414, based on the safe conduct (or letters of transit) concept, makes it treason to break the promise of a pass or document to allow the enemy alien to traverse its territory without harassment, bodily harm, or fear of death.\"", "\"Safe Conducts is the Act of the Parliament that makes it treason to break the promise and is a pass or document to allow the enemy alien to traverse its territory without harassment, bodily harm, or fear of death.\"", "\"The Safe Conducts Act 1414 makes it treason to break the promise of a pass or document to allow the enemy alien to traverse its territory without harassment, bodily harm, or fear of death.\""]	"Safe Conducts Act 1414"	1	["\"The Safe Conducts Act 1414 (2 Hen. 5 c.6) was an Act of the Parliament of England. It made it high treason to break a truce or promise of safe conduct by killing, robbing or \"\"spoiling\"\" the victim. Unusually, the \"\"voluntary receipt\"\" or \"\"concealing\"\" of people who had violated this Act was also stated to be treason. Safe conduct, or letters of transit, is the situation in time of international conflict"]
ca5eb01d-8096-4ca7-8d5b-84f897d981e6	text	What does Australia not officially have, that is what the Wuvulu-Aua is supposed to be?	["A language.", "\"Australia legally doesn't have an official language.\"", "\"This would be a language.\"", "\"Australia does not officially have an official language, which is what the Wuvulu-Aua is supposed to be.\"", "\"Australia legally has no official language.\"", "\"Australia does not officially have a language.\""]	"A language"	1	["AustraliaWuvulu-Aua is one of the most endangered languages in Australia.Australia legally has no official language. However, English is by far the most commonly spoken and has been entrenched as the de facto national language since European settlement. The Wuvulu/Aua language is in the family of Austronesian language family. After that, it belongs to Malayo-Polynesian which is the major language family in Indonesia. Next, based on the location, The W"]
7eb1cda0-4ed4-4ebe-80da-f2de2b7fcb3e	text	Is the blue eyed cockatoo the same size as the rest of the cockatoos in the Cacatua family?	["\"Yes, the blue eyed cockatoo is approximately the same size as the rest of the cockatoos in the Cacatua family.\"", "\"Yes, it's about the same size as the rest of the cockatoos.\"", "\"Yes, they are about the same size.\""]	"Yes"	1	["Ckey is a subgenus of the white cockatoos (genus Cacatua ). They are found in wooded habitats from Wallacea east to the Bismarck Archipelago and south to Australia. With the exception of the yellow-crested cockatoo, all are relatively large cockatos with a total length of 45\u201355 cm (18\u201322 in). The blue-eyed cockatoos is a large, about 50 cm (20"]
ccd2076a-3b70-49f8-8b0d-b8b93a5746db	text	The voiced velar tap and the voiced velar nasal are both types of what sound?	["A consonantal sound.", "\"They are both consonantal sounds.\"", "\"The voiced velar tap and the voiced velar nasal are both types of consonantal sound\"", "\"The voiced velar tap and the voiced velar nasal are both types of consonantal sounds.\""]	"consonantal"	1	["The is a type of consonantal sound, used in some spoken languages. There is no dedicated symbol for this sound in the IPA. As it is a very brief g -like sound, it can specified by adding a'short' diacritic to the letter for the velar plosive, \u27e8 \u0261\u0306 \u27e9. The voiced velar nasal, also known as agma, from the Greek word for 'frag"]
e3e4f2bf-88c2-4503-893d-5de5c4fb493a	text	Mitochondrial ROS ( mtROS or mROS) are what, the generation of which along with reactive nitrogen species in the phagolysosome are implicated in respiratory burst?	["Reactive oxygen species", "\"Mitochondrial ROS are reactive oxygen species.\"", "\"Mitochondrial ROS ( mtROS or mROS) are reactive oxygen species (ROS) that are produced by mitochondria.\"", "\"Mitochondrial ROS are reactive oxygen species which have been implicated in the respiratory burst.\"", "\"Mitochondrial ROS ( mtROS or mROS) are reactive oxygen species (ROS), which are implicated in respiratory burst.\"", "\"Mitochondrial ROS (mtROS or mROS) are reactive oxygen species, the generation of which along with reactive nitrogen species in the phagolysosome are implicated in respiratory burst.\""]	"Reactive oxygen species."	1	["Generator cells.Generation of reactive oxygen and reactive oxygen species in the phagolysosome, implicated in respiratory burst. Mitochondrial ROS ( mtROS or mROS) that are produced by mitochond"]
66b6163b-ba52-477c-8af0-e829d8f50ed6	text	Which military branch are is the ComServRon associated with?	["United States Navy", "\"The ComServRon are associated with the Navy.\"", "\"It's in the Navy.\"", "\"ComServRon are associated with the U.S. Navy.\"", "\"The ComServRon is associated with service squadrons, which are a portion of the U.S. Navy branch.\"", "\"ComServRon is associated with the U.S. Navy.\""]	"the US Navy"	1	["The was a United States Navy squadron that was used by the United States Naval Academy from 1943 to the early years of the late 20th century. A Service Squadron (ServRon) was a U.S. Navy squadron was a service squadron that supported fleet combat units.The commander of the service squadron was responsible for the operation of all the ships, docks and repair yards in the squadron. The Commander was referred to as ComServRon, with the title followed by the unit designation of his"]
44a25145-3e3a-4aea-b9f5-870619eb3869	text	According to some cosmologists, approximately how many seconds after the Big Bang would the epoch that coincides with electroweak baryogenesis begin?	["It would begin about 10 to 36 seconds after the Big Bang.", "\"According to some cosmologists, the epoch that coincides with electroweak baryogenesis began approximately 10^\u221236 seconds after the Big Bang.\"", "\"Some cosmologists place the electroweak epoch at the start of the inflationary epoch, approximately 10\u221236 seconds after the Big Bang.\"", "\"According to some cosmologists, approximately 10\u221236 seconds after the Big Bang would the epoch that coincides with electroweak baryogenesis begin\""]	"10-36 seconds"	1	["B.Baryogenesis theories are based on different descriptions of the interaction between fundamental particles. Two main theories are electroweak baryogenesis ( standard model ), which would occur during the early universe when the strong force separated from the electroweak interaction, but"]
caac3914-1d9c-41cc-a3a6-6585c8487d14	text	Curvature of the fifth finger ( clinodactyly ), a third nipple, or tiny indentations of the skin near the ears are all examples of a relatively minor congenital what?	["Physical anomalies", "\"Curvature of the fifth finger (clinodactyly), a third nipple, or tiny indentations of the skin near the ears are all examples of a relatively minor physical anomaly.\"", "\"Clinodactyly, a third nipple, or tiny indentations of the skin near the ears are all examples of relatively minor congenital physical abnormalities.\"", "\"Clinodactyly is an example of a minor physical anomality.\""]	"physical abnormalities"	1	["Minor physical anomalies ( MPA s) are relatively minor (typically painless and, in themselves, harmless) congenital physical abnormalities consisting of features such as low-set ears, single transverse palmar crease, telecanthus, micrognathism, macrocephaly, hypotonia and furrowed tongue. Examples of minor anomalies can include curvature of the fifth finger ( clinodactyly ), a third nipple, tiny indentations of the skin near the ears"]
abfd9c0e-13c5-4187-bd14-bca8fd481c27	text	Circuit judges wear what piece of clothing that The Templars also wore?	["A robe", "\"Circuit judges wear a robe, which The Templars also wore.\"", "\"Circuit judges wear robes\"", "\"Circuit judges and Templars both wear robes.\"", "\"Circuit judges wear robes that The Templars also wore.\""]	"Robes"	1	["\"\"The Order of the Templars was a religious and military order of the Knights Templar. They wore a white robe with a red Maltese cross on the breast, and were all of noble birth, The Knights of St. John of Jerusalem had lands in Nairnshire. Circuit judges are styled His or Her Honour Judge X and are referred to as His or her Honour.\"The Templars were a religious order of Knights who escorted pilgrims to Jerusalem at a time when such pilgr"]
c2d24cbd-0e84-4b3a-aabe-c8c684b637e2	text	In the generalisation of the Brahmagupta–Fibonacci identity, if the right-hand side of the identity is clearly non-negative, what does it imply?	["Cauchy's inequality in the finite-dimensional real coordinate space \u211d n and its complex counterpart \u2102 n.", "\"In the generalisation of the Brahmagupta\u2013Fibonacci identity, if the right-hand side of the identity is clearly non-negative, it implies Cauchy's inequality in the finite-dimensional real coordinate space \u211d n and its complex counterpart \u2102 n .\"", "\"It implies Cauchy's inequality in the finite dimensional real coordinate space and its complex counterpart.\"", "\"If the right-hand side of the identity is clearly non-negative in the generalization of the Brahmagupta-Fibonacci, it means Cauchy's inequality in the finite-dimensional real coordinate space \u211d n and its complex counterpart \u2102 n .\"", "\"In the generalization of the Brahmagupta\u2013Fibonacci identity called Lagrange's identity, the right-hand side of the identity is clearly non-negative which implies Cauchy's inequality in the finite-dimensional real coordinate space \u211d n and its complex counterpart \u2102 n .\""]	"Cauchy's inequality in the finite-dimensional real coordinate space ℝ n and its complex counterpart ℂ n ."	1	["This.This identity is a generalisation of the Brahmagupta\u2013Fibonacci identity and a special form of the Binet\u2013Cauchy identity. where a and b are n -dimensional vectors with components that are real numbers. The extension to complex numbers requires the interpretation of the dot product as an inner product or Hermitian dot product. Since the right-hand side of the identity is clearly non-negative, it implies Cauchy's inequality in the finite"]
9cd84cf1-ec70-410e-8146-08348a0911ef	text	Where is the lesser yang character of the Five elements in  the order of "mutual generation"?	["First", "\"Wood is first in the order of \"mutual generation\"\"", "\"The lesser yang character of the Five elements is first in the order of \"mutual generation\".\""]	"First"	1	["\"In the Five Elements, they are Wood, Fire, Earth, Metal, and Metal. In the order of \"\"mutual overcoming\"\" ( \u76f8\u514b xi\u0101ngk\u00e8 ), they are:"]
08cbd44b-9de5-4f44-aa7f-4d191639ba01	text	To which country do Molonglo and Culgoa rivers belong?	["Australia", "\"The Molonglo and Culoga Rivers are in Australia.\"", "\"The Molonglo and Culgoa rivers belong to Australia.\"", "\"Molonglo and Culgoa rivers belong to the country of Australia.\"", "\"The Molonglo and Culgoa rivers are both found in Australia.\""]	"Australia"	1	["The is a river in Australia.The Molonglo River, a perennial river that is part of the Murronglo catchment within the Murray\u2013Darling basin, is located in the Monaro and Capital Country regions of New South Wales and the Australian Capital Territory, in Australia. Culgoa River is a small river in the South West Queensland district of Queensland and the Orana district of NSW, Australia. The river is the western branch of the Balonne River in southern Queensland"]
a6678a6e-adb7-4596-bf28-512087aacff6	text	Social and pipe are both types of what analysis?	["Network.", "\"Social network analysis and pipe network analysis both examines networks, very different type of networks.\"", "\"They are two types of network analysis.\"", "\"Social and pipe are both types of network analyses.\"", "\"Social and pipe are both types of network analysis\""]	"Networks"	1	["SocialSocial network analysis ( SNA) is the study of social networks in terms of the social structure of social structures in the world of the world. It characterizes networked structures. In fluid dynamics, pipe network analysis is the analysis of the fluid flow through a hydraulics network. The aim is to determine the flow"]
84f01872-e9a9-4446-992b-947a8211be59	text	Conrad I the Elder was the count of which county whose capital is situated on the River Yonne?	["Auxerre is the county on the River Yonne where Conrad I the Elder was count.", "\"Conrad I the Elder was the count of Auxerre county whose capital is situated on the River Yonne?\"", "\"Conrad I the Elder was the count of Auxerre.\"", "\"Conrad I the Elder was the count of Auxerre county.\""]	"Auxerre"	1	["ConConrad I the Elder (died about 864) was the count of the Aargau and Auxerre from 859 to 862/4. He was also the lay abbot of Saint-Germaine in Paris from 862 to 864.Conrad the Elder was the Count of the French department of the Rhone. Auxerry, the capital of the department, is situated on the River Yonne, and the River Serein joins this a"]
fd8e6a78-eea0-41c8-87e5-74f3326108bc	text	Who challenged Abraham Beame in the 1977 election and then was replaced later by Dinkins?	["Representative Ed Koch.", "\"Ed Koch challenged Beam in the 1977 mayoral election and was later replaced as mayor of NYC by Dinkins in 1989.\"", "\"Ed Koch challenged Abraham Beame in the 1977 election and then was replaced later by Dinkins.\""]	"Ed Koch"	1	["They was the Republican nomination for mayor of New York City. Dinkins won with 50.They also faced several third party candidates. Incumbent mayor Abraham Beame, a Democrat, was challenged by five other Democrats, including Representative Ed Koch, New York Secretary of State Mario Cuomo, and feminist activist and former Representative Bella Abzug for the Democratic nomination. Who challenged Abraham"]
cc6aced1-2ab1-4069-99f8-d12de9fa3ca0	text	In British English the term transmission refers to the whole drivetrain which includes what that changes the physical rotational direction of power transmission?	["Gearbox", "\"In British English, the term transmission refers to the whole drivetrain which includes a gearbox which changes the physical rotational direction of power transmission.\"", "\"In British English the term transmission refers to the whole drivetrain which includes a gearbox that changes the physical rotational direction of power transmission.\"", "\"In British English the term transmission refers to the whole drivetrain, which includes the gearbox.\"", "\"A gearbox refers to the whole drivetrain which includes what that changes the physical rotational direction of power transmission\"", "\"A gearbox changes the physical rotational direction of power transmissions.\""]	"Gearbox"	1	["InIn the automotive industry, a gearbox is a gear that is used to change the speed of a shaft in a vehicle. A gearbox can be set up to do the opposite and provide an increase in shaft speed with a reduction of torque. Some of the simplest gearboxes merely change the physical rotational direction of the shaft.In British English, the term transmission refers to the whole drivetrain, including clutch, gearbox, prop shaft (for rear-wheel drive), differential,"]
5a42c207-4ccc-480c-89e2-b48f8a778918	text	Yu the Great and Xuanzong were both what?	["Emperors", "\"Yu the Great and Xuanzong were both emperors.\"", "\"Yu the Great and Xuanzong were both emperors of Chinese dynasties.\""]	"emperors"	1	["Yu ( Chinese: \ufffd years) was a Chinese nobleman and statesman during the Three Kingdoms period.Yu the Great, founding emperor of the Xia dynasty, bestowed upon his minister Xi Zhong the title Marquis of Xue in gratitude for his invention of the Chinese chariot."]
59f78ea6-afd7-4dfa-b45f-4bb4adc05c5b	text	What is the largest city of Russia and Europe?	["Moscow.", "\"The largest city of Russia and Europe is Moscow.\"", "\"Moscow is the largest city of both Russia and Europe.\"", "\"Moscow is the largest city of Russia and Europe.\"", "\"Moscow is the largest city of Russia and Europe\""]	"Moscow"	1	["Moscow is the capital and largest city in Russia. Pyatigorsk is the administrative centre of North Caucasian Federal District but not of any federal subject"]
35b5f64d-d751-4cd1-b9d5-eca0e02c3aeb	text	How many more Switzerland constituencies are there with only one National council seat than there are districts of The Canton of Lucerne?	["There is one more.", "\"There is one more Switzerland constituency with only one National council seat than there are districts of The Canton of Lucerne.\"", "\"There are one more Swiss constituencies with only one National council seat than there are districts of The Canton of Lucerne.\"", "\"There is 1 more Switzerland constituencies are there with only one National council seat than there are districts in Lucerne Canton.\"", "\"One, as there are six constituencies that only have one National council seat, and there are Five districts in the Canton of Lucerne.\"", "\"There are six Switzerland constituencies with only one National council seat, which is one more than the number of districts of The Canton of Lucerne.\""]	"1"	1	["ThereThere are 13 cantons in Switzerland. The Cantons of Z\u00fcrich and Lucerne are divided into 5 districts. Multi-member constituencies elect their National Council members by open list proportional representation, while single-seat constituencies elect theirs by first-past-the-post voting"]
1c1f7ed1-20a9-48ce-b482-62eee1d890a1	text	Pelopidas was the first great commander from Thebe of what, which most ethnic Mongols were?	["Cavalry", "\"Pelopidas was the first great commander from Thebe of cavalry, which most ethnic Mongols were.\"", "\"Pelopidas was the first great commander of a force of cavalry units.\""]	"cavalry"	1	["It. After Japanese intrigues led to the formation of the Mongol Military Government under Prince Demchugdong (De Wang), the Inner Mongolian Army was initially formed from the personal units of various Mongol banner chiefs.It was primarily a force of cavalry units, which mostly consisted of ethnic Mongols, with some Han Chinese infantry formations. However, Thebes produced Pelopidas, their first great cavalry commander, whose tactics and skills were absorbed by Phillip II of Macedon when Phillip was"]
4e832ee5-a6da-4dc5-8c73-99c180f83c9a	text	A liquid manure blend, or what, defined as a thick suspension of solids in a liquid, can be a rich source of nitrogen, phosphorus, and potassium?	["Slurry", "\"A liquid manure blend, or slurry, is defined as a thick suspension of solids in a liquid, can be a rich source of nitrogen, phosphorus, and potassium\"", "\"A manure slurry can be a rich source of nitrogen, phosphorus, and potassium\"", "\"A manure slurry can be a rich source of nitrogen, phosphorus, and potassium.\"", "\"A liquid manure blend, or slurry, defined as a thick suspension of solids in a liquid, can be a rich source of nitrogen, phosphorus, and potassium.\"", "\"A liquid manure blend, or slurry, can be a rich source of nitrogen, phosphorus, and potassium.\""]	"slurry"	1	["The is a slurry. A slurry composed of glass beads in and oil flowing down an inclined plane.The decomposition of this waste material produces deadly gases, making slurry pits potentially lethal without precautions such as the use of a breathing apparatus with air supply. The liquid manure blend, or slurry, can be a rich source of nitrogen, phosphorus, and potassium. A mixture of pyroclastic rock and water in a waste pit"]
14f3f182-da59-4141-ab56-e275fed65374	text	Berke was the first ruler of what landlocked country in East Asia to establish Islam in their state?	["Mongolia", "\"Berke was the first ruler of Mongolia to establish Islam in their state.\"", "\"Berke was the first ruler of Mongolia.\"", "\"Berke was the first ruler of Mongolia to establish Islam in a Mongol state.\"", "\"It says that Berke is the first Mongol ruler to establish Islam in a Mongol state in the snippet titled \"Islam in Mongolia\". It also says that Mongolia is a landlocked country in East Asia. From tying these two facts together we can infer that Mongolia is the landlocked country in East Asia that the question refers to.\"", "\"Berke was the first ruler of Mongolia, which is a landlocked country in East Asia to establish Islam in their state.\""]	"Mongolia"	1	["BerBerke - grandson of Genghis Khan. Ghazan - seventh ruler of the Golden Horde. Muhammad Khodabandeh - formerly a Christian, he was the eighth Ilkhanid dynasty ruler in Iran from 1304 to 1316. Mongolia ( / m\u0252n\u02c8\u0261o\u028ali\u0259 / ( listen), Mongolian: \u041c\u043e\u043d"]
082d4d84-437a-406e-922d-b003a46fd196	text	What lake that is the largest artificial reservoir in the world based on surface area, lies along the Prime meridian, and just six degrees of latitude north of the Equator?	["Lake Volta", "\"Lake Volta is the largest artificial reservoir in the world based on surface area, which lies along the Prime meridian and just six degrees of latitude north of the Equator.\"", "\"Lake Volta, the largest artificial reservoir in the world based on surface area.\"", "\"The lake that is the largest artificial reservoir in the world based on surface area, lies along the Prime meridian, and just six degrees of latitude north of the Equator is Lake Volta.\"", "\"Lake Volta lies along the Prime meridian, and just six degrees of latitude north of the Equator.\"", "\"Lake Volta, the largest artificial reservoir in the world based on surface area, lies along the Prime meridian, and just six degrees of latitude north of the Equator.\""]	"Lake Volta"	1	["Lake Volta is the largest lake in the world.It is completely within the country of Ghana and has a surface area of 8,502 square kilometres (3,283 sq mi; 2,101,000 acres)."]
