Guid	Qcate	Q	A	Keywords_A	1	Output
c5172ec7-f9f9-410c-b0f6-e0ff6e4d84f3	text	In a Ligand Bond number which represents the total number of ligands surrounding a metal center what does L represent?	"Number of neutral ligands ""L represents the number of neutral ligands adding two electrons to the metal center."" ""In a ligand bond number, L represents the number of neutral ligands."" ""L represents the number of neutral ligands adding two electrons to the metal center"" ""In a Ligand Bond number which represents the total number of ligands surrounding a metal center, L represents the number of neutral ligands adding two electrons to the metal center."" ""In a Ligand Bond number which represents the total number of ligands surrounding a metal center, L represents the number of neutral ligands."	"""Number of neutral ligands"""	1	Ligand bond number
7b5a6fe3-c5f1-422b-977a-7b613ba19c64	text	"""Glymphatic system"" was named as is because its dependence on glial cells resembled the peripherals of what system made up of a large network of lymph?"	"The lymphatic system. """"Glymphatic system"" was named as is because its dependence on glial cells resembled the peripherals of lymphatic system, which makes up a large network of lymph."" """"Glymphatic system"" was named as is because its dependence on glial cells resembled the peripherals of the peripheral lymphatic system."" ""It says that the lymphatic system is made up of a large network of lymph. Also, the name ""glymphatic system"" was coined  in recognition of its dependence upon glial cells and the similarity of its functions to those of the peripheral lymphatic system Therefore the answer is the lymphatic system."" """"Glymphatic system"" was named as is because it resembled the peripherals of the lymphatic system."	"""lymphatic system"""	1	The lymphatic system is made up of a large network of lymph, lymphatic vessels, lymph nodes and lymphatic or lymphoid organs, and lymphoid tissues.
e231bad4-e212-4789-b3a9-b5197ac3c3d1	text	What does Jeremiah Whitney do in The Book of Jer3miah after his parents are murdered?	"Jeremiah learns that he is the target of a frightening conspiracy, requiring courage and faith to escape. ""Jeremiah Whitney learns that he is the target of a frightening conspiracy after his parents are murdered in The Book of Jer3miah."" ""After his parents are murdered, Jeremiah Whitney learns that he is the target of a frightening conspiracy, requiring courage and faith to escape."" ""After his parents are murdered Jeremiah learns that he is the target of a frightening conspiracy, requiring courage and faith to escape."" ""Jeremiah Whitney learns that he is the target of a frightening conspiracy after his parents are murdered in the Book of Jer3miah."	"""Escapes a frightening conspiracy"""	1	Jeremiah Whitney protects a mysterious Mesoamerican box.
88345dbe-5fd5-4759-a7fc-6864137a1662	text	The Appalachian polypody and Polypodium virginianum are both types of what?	"Ferns ""The Appalachian polypody and Polypodium virginianum are both types of ferns"" ""The Appalachian polypody and Polypodium virginianum are both types of fern"" ""The Appalachian polypody and Polypodium virginianum are both types of fern."" ""They are both types of ferns."" ""The Appalachian polypody and Polypodium virginianum are both types of ferns."	"""Fern"""	1	Polypodium virginianum.
9fb8ab8b-6ca1-47c7-930f-e94fe0e4ba77	text	The law that resembles Coulomb's law of electrical forces and the kinds of fluids with the property that is independent of the strain rate, were both shown by whom?	"Newton. ""Newton showed both the law that resembles Coulomb's law of electrical forces and the kinds of fluids with the property that is independent of the strain rate."" ""Both of these laws were shown by Isaac Newton."" ""The law of gravitation and Newtonian fluids were both shown by Isaac Newton."" ""Isaac Newton is responsible for both a law of gravitation that resembles Coulomb's law, and the kinds of fluids with the property that is independent of the strain rate."" ""Isaac Newton discovered the eponymous law of gravitation and the rules governing Newtonian fluids."	"""Newton"""	1	Newton's law of gravitation
6544580c-ad33-4751-a6fe-68987a2bbcfe	text	What is the difference in height between Broads Fork Twin Peaks and Kings Peak in Utah?	"The height difference between Kings Peak and  Broads Fork Twin Peaks is about 2204 feet. ""The Broads Fork Twin Peaks is 2,204 ft shorter than the Kings Peak in Utah."" ""Broads Fork Twin Peaks is 672 metres shorter in elevation than Kings Peak in Utah."" ""There is a difference of 2204 feet between the two mountains."" ""Kings Peak Utah is 2,204 feet taller or 672 meters taller than Broads Fork Twin Peaks."" ""the difference in height between Broads Fork Twin Peaks and Kings Peak in Utah is 2204 feet."	"""2204 ft"""	1	The Salt Lake Valley
c93c8e85-81a9-4a86-96d3-c8fe378717f2	text	What kind of unit that's different from Espionage has the U.S. Marine Corps training to support the I Marine Expeditionary Force?	"Reconnaissance units. ""The 1st Force Reconnaissance Company was to support the I Marine Expeditionary Force."" ""Reconnaissance, that's different from Espionage, has the U.S. Marine Corps training to support the I Marine Expeditionary Force."" ""The 1st Force Reconnaissance Company of the United States Marine Corps was a Force Reconnaissance unit that organized, trained, and equipped reconnaissance units to support the I Marine Expeditionary Force."" ""The kind of unit is a reconnaissance unit."" ""This would be reconnaissance units."	"""The 1st Force Reconnaissance Company"""	1	The 1st Force Recon Company of the United States Marine Corps conducted nine Mission Essential Tasks.
e1a3a115-2f03-4118-a463-44dfcc59a7de	text	What is the name of both a Turkish wrap that is usually filled with typical döner kebab ingredients and wheat that originated through intergeneric hybridization and polyploidization?	"Durum. ""Durum is the name of both a Turkish wrap that is usually filled with typical döner kebab ingredients and wheat that originated through intergeneric hybridization and polyploidization."" ""Both a Turkish wrap that is usually filled with typical döner kebab ingredients and wheat that originated through intergeneric hybridization and polyploidization are called ""durum."""" ""Durum is the name of a Turkish wrap and a type of wheat."	"""Durum"""	1	Durum wheat originated through intergeneric hybridization and polyploidization involving two diploid (having 2 sets
5d7dbd42-855a-449f-8eac-92e05a71a49e	text	In which Indian state can you find both Ward No. 133 and Ward No. 76?	"They are both found in the Indian state of West Bengal. ""You can find both Ward No. 133 and Ward No. 76 in West Bengal."" ""You can find both Ward No. 133 and Ward No. 76 in West Bengal"" ""Ward No. 133 and Ward No. 76 is in the Indian state of Kolkata."" ""West Bengal is where they can both be found but only one fact is needed to figure it out."" ""Ward No. 133 and Ward No. 76 are both in West Bengal."	"""West Bengal"""	1	Ward No. 76, Kolkata Municipal Corporation
c205610d-547b-41a8-815f-4ae3f352de72	text	What is the official name for a cancerous node in the area of the human armpit containing 20 to 49 nodes that drain lymph vessels?	"A positive axillary lymph node ""A positive axillary lymph node is the official name for a cancerous node in the area of the human armpit containing 20 to 49 nodes that drain lymph vessels."" ""The official name for a cancerous node in the area of the human armpit containing 20 to 49 nodes that drain lymph vessels is a positive axillary lymph node."" ""A positive axillary lymph node is the official name for a cancerous node in the area of the human armpit, which contains about 20 to 49 lymph nodes."" ""A positive axillary lymph node is a lymph node in the area of the armpit (axilla) to which cancer has spread"	"""axillary lymph node"""	1	A positive axillary lymph node
e5bea072-6b0b-4083-8c91-94b80c73cc52	text	Gießen is a university town and provincial capital of what region that was formerly referred to as the southern possessions of the Landgraviate of Hesse?	"Upper Hesse. ""Gießen is a university town and provincial capital of the Upper Hesse."" ""Gießen is a university town and provincial capital of Upper Hesse that was formerly referred to as the southern possessions of the Landgraviate of Hesse."" ""This region is Upper Hesse."" ""Gießen is a university town and provincial capital of Upper Hesse, a region that was formerly referred to as the southern possessions of the Landgraviate of Hesse."" ""Gießen is a university town and provincial capital of the rural provinces that was formerly referred to as the southern possessions of the Landgraviate of Hesse."	"""Upper Hesse"""	1	The provinces of Upper and Lower Hesse were partitioned into separate states several times.
eff8335c-be15-41bb-8e28-96dfa18f69ea	text	Did the Sant'Anna di Stazzema massacre take place during the same war that the Germans used panzer divisions for blitzkrieg operations?	"Yes, World War II. ""Yes, they took place during the same war."" ""The Sant'Anna di Stazzema massacre took place during the same war that the Germans used panzer divisions for blitzkrieg operations."" ""Yes, the Sant'Anna di Stazzema massacre took place during World War II, the same war that the Germans used panzer divisions for blitzkrieg operations"" ""Yes, the Sant'Anna di Stazzema massacre took place during the same war that the Germans used panzer divisions for blitzkrieg operations."	"""yes"""	1	A panzer division is one of the armored (tank) divisions in the Wehrmacht of Nazi Germany.
49353398-a2e1-4c3b-91bb-dd7e258c360a	text	Was Robert Allen Young or Robin Cole born earlier?	"Robert Allen Young ""Robert Allen Young was born earlier than Robin Cole was"" ""Robert Allen Young was born earlier."" ""Robert Allen Young was born before Robin Cole in 1942."" ""Robert Allen Young was born before Robin Cole."	"""Robert Allen Young"""	1	Robert Allen Young
3980a2ba-b646-4b17-b003-32ca96be340d	text	The swan mussel is part of what largest family of the order Unionida?	"Unionidae ""The swan mussel is a member of the Unionidae family, which is the biggest family in the Unionida order."" ""The swan mussel is part of Unionidae of the order Unionida."" ""The swan mussel is part of the family Unionidae from the order Unionida."" ""The swan mussel is part of the the order Unionida."" ""The swan mussel is part of the family Unionidae."	"""Unionidae"""	1	The Unionidae are a family of freshwater mussels, the largest in the order Unionida.
5476fb6e-b16d-4013-aeab-5db9e0f364d3	text	What type of trade, which shares part of its name with a usually dry creek bed or gulch that temporarily fills with water after a heavy rain, is a form of market manipulation in which an investor simultaneously sells and buys the same financial instruments to create misleading, artificial activity in the marketplace?	"A wash trade ""A wash trade is a form of market manipulation in which an investor simultaneously sells and buys the same financial instruments to create misleading, artificial activity in the marketplace"" ""Wash trade, which shares part of its name with a usually dry creek bed or gulch that temporarily fills with water after a heavy rain, is a form of market manipulation in which an investor simultaneously sells and buys the same financial instruments to create misleading, artificial activity in the marketplace."" ""A wash trade, which shares part of its name with a usually dry creek bed, is a form of market manipulation in which an investor simultaneously sells and buys the same financial instruments to create misleading, artificial activity in the marketplace."" ""A wash trade is a form of market manipulation in which an investor simultaneously sells and buys the same financial instruments to create misleading, artificial activity in the marketplace."	"""Wash trade"""	1	Wash
dd655a80-6dfd-4944-985b-1edda1316bea	text	The German city once known in English as Treves is on a river that joins the Rhine at which city?	"Trier, the German city once known in English as Treves, is on the Moselle, which joins the Rhine at Koblenz. ""The German city once known in English as Treves is on the banks of the Moselle in Germany."" ""The German city once known in English as Treves is on a river that joins the Rhine at Koblenz."" ""Trier, formerly known in English as Treves, is a city on the banks of the Moselle in Germany. The Moselle is a river that is a tributary of the Rhine which it joins as Koblenz. Therefore the answer is Koblenz."	"""Koblenz"""	1	Trier
a29d9622-70a4-4ad2-a595-b5545955dcff	text	What product generated by thermal motion can be used to detect the presence of a black hole?	"The presence of a black hole can be inferred using electromagnetic radiation. ""The presence of a black hole can be inferred through its interaction with electromagnetic radiation."" ""Electromagnetic radiation can be used to detect the presence of a black hole."" ""Thermal radiation is electromagnetic radiation generated by the thermal motion of particles in matter and can detect a black hole."" ""Electromagnetic radiation generated by thermal motion can be used to detect the presence of a black hole."	"""electromagnetic radiation"""	1	The presence of a black hole is inferred through its interaction with other matter and with electromagnetic radiation such as visible light.
12fe51e8-4c47-4eb6-ac04-f61c25656488	text	San Pedro is a small town in a mountain range that is the southernmost range of what system?	"The Peninsular Ranges System ""San Pedro is a small town located in the Sierra de la Laguna Mountains that is the southernmost range of the Peninsular Ranges System."" ""San Pedro is a small town in a mountain range that is the southernmost range of the Peninsular Ranges System."" ""San Pedro is a small town in a mountain range that is the southernmost range of the Sierra de la Laguna."" ""San Pedro is a small town in the Sierra de la Laguna Mountains, which is the southernmost range of the Peninsular Ranges System"" ""It's the southernmost range of Peninsular Ranges System."	"""Peninsular Ranges System"""	1	San Pedro is in the Sierra de la Laguna Mountains.
924179fe-f156-49a8-a21d-edb38b5b80db	text	Which drives are represented by the part of the psyche that has a shadow aspect?	"The instinctual drives of an individual are represented by the id. ""In analytical the id is know as the shadow aspect. The id represents the instinctual drives. Therefore the drives represented by the part of the psyche that has a shadow aspect are the instinctual drives."" ""Instinctual drives are represented by the part of the psyche that has a shadow aspect."" ""The id is the part of the psyche with a shadow aspect."" ""Instinctual are represented by the part of the psyche that has a shadow aspect"" ""Instinctual drives are represented by the id, which is the part of the psyche that has a shadow aspect."	"""instinctual"""	1	The shadow is either an unconscious aspect of the personality that the conscious ego does not identify in itself, or the entirety of the unconscious, i.e., everything of which a person is not fully conscious.
a6238c94-1ee6-4266-9cf3-33dd6a0430e6	text	Regarding the metabolite of vitamin A 1, what  potentially life-threatening complication coming from it is seen from APML sufferers?	"Retinoic acid syndrome. ""Retinoic acid syndrome (RAS) is the possibly life-threatening complication in APML sufferers that comes from a metabolite of vitamin A 1."" ""Retinoic acid syndrome is a potentially life-threatening complication seen in APML sufferers."" ""Retinoic acid syndrome is a potentially life-threatening complication seen in APML sufferers coming from retinoic acid, a metabolite of vitamin A 1."" ""Retinoic acid syndrome is a potentially life-threatening complication associated with all- trans retinoic acid (ATRA) treatment."" ""Retinoic acid syndrome is seen from APML sufferers."	"""Retinoic acid syndrome (RAS)"""	1	Retinoic acid syndrome is a potentially life-threatening complication observed in people with acute promyelocytic leukemia.
7e14cb69-56cd-4e2f-953c-20c1e5f62b5a	text	The verreaux and diademed are species of what?	"sifaka ""Verreaux's Sifaka and the Diademed Sifaka are both species of sifaka."" ""The verreaux and diademed are species of sifaka."" ""Both are species of sifaka."	"""sifaka"""	1	Verreaux's sifaka has a relatively low, flat braincase.
b531fbe0-4393-4b7c-9289-512b094b3d75	text	Poland was occupied by what people who overran the lands which were annexed by the Soviets in the summer-autumn of 1941?	"Germans ""Poland was occupied by Germany, who overran the lands that had been previously annexed by the Soviets."" ""The Germans overran the lands which were annexed by the Soviets in the summer-autumn of 1941 and occupied Poland during World War II."" ""Poland was occupied by Germans during World War II."" ""Poland was overrun by Germans in 1941."" ""Poland was occupied by Germany, who overran the lands which were annexed by the Soviets in the summer-autumn of 1941."	"""Germans"""	1	In the summer-autumn of 1941, the lands which were annexed by the Soviets were overrun by Germany in the course of the initially successful German attack on the USSR.
44ff75bf-f55f-4469-ba52-d5d1d962f44a	text	Despite most of the population living in the north, how many uninhabited islands are there in the north of the Lord Howe Island Group?	"There is a cluster of seven small uninhabited islands. ""There are seven small uninhabited islands."" ""Despite most of the population living in the north, there are seven uninhabited islands north of the Lord Howe Island Group."" ""There are 7 uninhabited islands there."" ""Despite most of the population living in the north,there are 28 uninhabited islands are there in the north of the Lord Howe Island Group."" ""Despite most of the population living in the north seven uninhabited islands are in the north of the Lord Howe Island Group"	"""7"""	1	The Lord Howe Island Group comprises 28 islands, islets, and rocks.
a9301042-3143-4e50-bf1a-1f66f4a573be	text	Who served earlier; George Weah or Jawahalal Nehru?	"Jawaharlal Nehru ""Jawahalal Nehru served earlier, during the 1940s and 1950s, than George Weah, who served in 2018."" ""Jawahalal Nehru served earlier than George Weah"" ""Jawahalal Nehru served earlier than George Weah."" ""Jawaharlal Nehru served in 1947, a decent amount of years before George Weah, who served in 2018."	"""Jawahalal Nehru"""	1	Baldev Singh Chokkar
8f1eef53-4b17-4a3a-a8b3-1d76e244325a	text	The province that produces more than half of the sugar in the Philippines is in a region that includes how many provinces?	"Negros Occidental, the province that produces more than half of the sugar in the Philippines, is in Western Visayas region, which has six provinces. ""The province that produces more than half of the sugar in the Philippines is located in an area with six provinces."" ""The province that produces more than half of the sugar in the Philippines is in a region that includes six provinces."" ""The province that produces more than half of the sugar in the Philippines is in a region that includes six provinces"" ""The Negros Occidental province is in the Western Visayas region, which includes 6 provinces."	"""Six"""	1	Western Visayas is an administrative region in the Philippines, numerically designated as Region VI.
3ad2d705-c757-4c29-90ce-a3ffbb501c75	text	The pure substance which is composed of a single type of atom can be classified through what three categories?	"Structure, phase, and chemical compositions. ""A pure substance which is composed of a single type of atom can be classified through its structure, phase, as well as its chemical composition."" ""Chemical elements can be classified by their structure, phase, and chemical compositions."" ""Chemical substances are classified in terms of their structure, phase, as well as their chemical compositions."" ""A chemical element is a pure substance that can be categorized by structure, phase, and chemical compositions."	"""structure, phase, chemical composition"""	1	Chemical substances are classified in terms of their structure, phase, as well as their chemical compositions
a835b25b-140c-4cb0-9da2-470a3e8bce1f	text	How long after Lambert started lobbying for a second season of Doctor Who did it start airing?	"The second season started airing on 31 October which was 2 months after Lambert started lobbying for it. ""Verity Lambert began lobbying for a second season of Doctor Who in August, 1964. The second season the science fiction series Doctor Who began airing approximately three months later on October 31, 1964"" ""Two months after Lambert began advocating for a second season of Doctor Who, the show premiered."" ""The second season of Doctor Who started airing two months after Lambert started lobbying for it."" ""Doctor Who started a few months after Verity Lambert began lobbying for a second season."" ""It started airing 2 months after Lambert started lobbying for a second season."	"""2 months"""	1	The second season of Doctor Who began on 31 October 1964 with the story Planet of Giants and ended on 24 July 1965 with The Time Meddler
228a761d-6c54-4407-b636-8d8ad5baed78	text	An earthen mound called a fairy fort and the ringforts made of stone or earth are found in which Northern European country?	"Ireland. ""They are found in Ireland."" ""An earthen mound called a fairy fort and the ringforts made of stone or earth are found in Ireland."" ""An earthen mound known as a fairy fort, as well as stone or earthen ringforts, can be found throughout Ireland."" ""These types of mounds are especially common in the country of Ireland in Northern Europe."" ""An earthen mound called a fairy fort and the ringforts made of stone or earth are found in South Wales and in Cornwall"	"""Ireland"""	1	Fairy forts
1db18ef1-8b32-4af6-bd3e-35eebe6747aa	text	Can Vallay be reached from an island that is linked by causeways running by the isle of Benbecula and Grimasy?	"Yes, it can be reached from North Uist by a long beach at low tide. ""Vallay can be reached from an island that is linked by causeways running by the isle of Benbecula and Grimasy."" ""Yes, Vallay can be reached from an island that is linked by causeways running by the isle of Benbecula and Grimasy."" ""Yes, Vallay be reached from an island that is linked by causeways running by the isle of Benbecula and Grimas"" ""Vallay can be reached from North Uist by a long beach at low tide."" ""No, it cannot be reached this way."	"""yes"""	1	North Uist and South Uist
b0c965f5-ef60-4f3a-8e32-57ce53d24a32	text	A series of bands connect the carpal bones to the second through fifth what, the bases of which articulate with one another by small surfaces covered with cartilage?	"Metacarpal bones ""A series of bands connect the carpal bones to the second through fifth metacarpal bones"" ""A series of bands connect the carpal bones to the second through fifth metacarpal bones."" ""A series of bands connect the carpal bones to the second through fifth metacarpal bones, the bases of which articulate with one another by small surfaces covered with cartilage."" ""The Palmar carpometacarpal ligaments are a series of bands that connect the carpal bones to the second through fifth metacarpal bones, the bases of which articulate with one another by small surfaces covered with cartilage."	"""metacarpal bones"""	1	The intermetacarpal joints are in
63fd514a-11f1-4373-ac88-beab914f9879	text	What group held authority in southern and central Britain and ended in different parts of Britain at different times?	"The Romans. ""The Romans held authority in southern and central Britain and ended in different parts of Britain at different times."" ""The Romans held authority in southern and central Britain and their rule ended gradually."" ""The Romans ruled in southern and central Britain and ended up in different sections of the country at different times."" ""The Romans are the group."" ""Rome help authority in southern in central Britain and ended in different parts of Britain at different times."	"""Romans"""	1	Roman rule.
c244499a-2b59-461a-9037-d86c49f46ca2	text	Which country are both All Angels church and Cathederal of the Transfiguration?	"Canada ""Both All Angels church and Cathedral of the Transfiguration are in Canada."" ""All Angels church and Cathedral of the Transfiguration are in Canada."" ""Both All Angels church and Cathederal of the Transfiguration are located in Canada"" ""Both All Angels church and Cathederal of the Transfiguration are in Canada."	"""Canada"""	1	There are 68 Roman Catholic cathedrals.
aa571c43-3d2b-4d1e-ad03-ceeb475d1946	text	Which war did the Pacific-assigned USS APc-25 and Clemson -class destroyer USS Brooks fight in?	"World War II. ""The USS APc-25 and Clemson-class destroyer USS Brooks were used in World War II."" ""The Pacific-assigned USS APc-25 and Clemson -class destroyer USS Brooks fought in WW2."" ""The Pacific-assigned USS APc-25 and Clemson-class destroyer USS Brooks both fought in World War II."" ""The Pacific-assigned USS APc-25 and Clemson-class destroyer USS Brooks fought during World War II."" ""The Pacific-assigned USS APc-25 and Clemson -class destroyer USS Brooks fought in WWII."	"""World War II"""	1	USS Brooks was a Clemson -class destroyer during World War II.
7140ccbf-a3de-4af7-909f-8b4fa313f885	text	What is the name of the broad category of Mars science that studies a feature of Mars that the planet only has 28.4% of what the Earth has?	"The study of surface characteristics ""The study of surface characteristics (or surface properties and processes) is a broad category of Mars science that examines the nature of the materials making up the Martian surface."" ""The study of surface characteristics is the broad category of Mars science that analyzes a property of Mars that the planet only has 28.4 percent of what the Earth has."" ""The study of surface characteristics is the broad category of Mars science that studies a feature of Mars that the planet only has 28.4% of what the Earth has."" ""The study of surface characteristics is a broad category of Mars science that studies a feature of Mars that the planet only has 28.4% of what the Earth has."	"""study of surface characteristics"""	1	Mars has half the radius of Earth.
5537e9a9-444e-4dfd-ad15-2d9953da16aa	text	An SPO most likely practices what political philosophy, characterized as supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy?	"Democratic Socialism ""An SPO most likely practices socialism"" ""A SPO most likely practices democratic socialism."" ""An SPO most likely practices democratic socialism, characterized as supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy."" ""An SPO most likely practices Democratic socialism which is a political philosophy, characterized as supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy."" ""An SPO most likely practices what democratic socialism, characterized as supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy?"	"""democractic socialism"""	1	The SPÖ is a political party supporting democratic socialism.
837f18e0-1265-486f-a67e-2c147bf3add8	text	Which of these two organizations have a gammadion incorporated into their flag: the National Socialist German Workers' Party or the German Worker Youth?	"They both have a swastika, the first flag on a white disc and the second flag with a rising sun. ""Both the National Socialist German Workers' Party and German Worker Youth utilized a gammadion into their flag."" ""The National Socialist German Workers' Party incorporated a gammadion into their flag"" ""The National Socialist German Workers' Party and the German Worker Youth each had a gammadion, or swastika, incorporated into their flags."" ""Both the National Socialist German Workers' Party and the German Worker Youth have a swastika, otherwise known as a gammadion, in their flags."	"""e National Socialist German Workers' Party"""	1	The flag of Nazi Germany featured a red flag with a swastika on a white disc.
49fbcf8b-1577-45a5-9c14-b58fecc9b794	text	What family of the great apes includes the Pongo, Gorilla, Pan, and Homo, of which only modern humans reemain?	"Hominidae ""The Hominidae are a family of the great apes that includes the Pongo, Gorilla, Pan, and Homo, of which only modern humans remain."" ""Hominidae includes the Pongo, Gorilla, Pan, and Homo, of which only modern humans remain."" ""Hominidae includes the Pongo, Gorilla, Pan, and Homo."" ""The family Hominidae family includes the Pongo, Gorilla, Pan, and Homo, which now includes only modern humans."" ""The family Hominidae includes the genera Pongo, Gorilla, Pan, and Homo."	"""Hominidae"""	1	Hominidae
837fecfa-07ec-4d4e-8916-41b104e1cdbb	text	In the country that is part of the Northern Hemisphere, what geographical region of it consists of Aosta Valley as one of its eight administrative regions?	"Northern Italy. ""Northern Italy ( Italian: Italia settentrionale, Nord Italia or just Nord) is a geographical and cultural region in the northern part of Italy. Non-administrative, it consists of eight administrative Regions in northern Italy."" ""The Aosta Valley is one of eight administrative regions in the northern region of Italy, which is located in the Northern Hemisphere."" ""The geographical region that includes Aosta Valley as one of its eight administrative regions is located in the northern part of Italy, which is part of the Northern Hemisphere."" ""The Northern Italy geographical region consists of Aosta Valley as one of its eight administrative regions."" ""In Italy, Aosta Valley is one of eight administrative regions."	"""Northern region"""	1	Northern Italy
b7b43d5a-a725-40aa-9cd9-6b7ac4beb19f	text	Did the Battle of the Meuse–Argonne and the Battle of Sedan both take place during the same war?	"No ""No, the Battle of the Meuse–Argonne and the Battle of Sedan did not take place during the same war."" ""The Battle of the Meuse–Argonne and the Battle of Sedan didn't both take place during the same war."" ""No. The Meuse–Argonne battle took place during World War I. The Battle of Sedan was during World War II."" ""The Battle of the Meuse–Argonne and the Battle of Sedan took place during different wars."" ""The Battle of the Meuse–Argonne and the Battle of Sedan did not both take place during the same war."	"""No"""	1	Guderian led an armoured corps in the Invasion of Poland.
0d4af1d1-7b3f-4b8f-9d24-2013c4b62ac7	text	What is the Hebrew name for the geographic region that includes the city Jenin?	"Palestina. ""Palestina is the Hebrew name for the geographic region that includes the city Jenin."" ""The Hebrew name is פלשתינה."" ""The Hebrew name for the geographic region that includes the city Jenin is Palestina, or פלשתינה."	"""Palestina"""	1	The Oslo II Accord divided Palestine into three administrative divisions: the Areas A, B and C.
a12555ef-8257-435b-b069-b81a788d4de2	text	"In Greece, what does the term ""Vlachs"" refer to that also may be classified into the Macedo-Romanians?"	"The Aromanians. ""The term ""Vlachs"" refers to Aromanians, which may be classified into the Macedo-Romanians."" """"Vlachs"" refer to Aromanians in Greece."" ""Vlachs is used in Greece to refer to Aromanians, but also may be classified into the Macedo-Romanians."" ""Aromanians refer to that also may be classified into the Macedo-Romanians"" ""It refers to Aromanians."	"""Aromanians"""	1	"The term "" Vlachs "" is used in Greece to refer to Aromanians, but this term is internationally used to encompass all Romance-speaking peoples of the Balkans and Tatra Mountains regions.
e8a6ff7d-39cc-4387-a2a1-ce1d3e132f8b	text	The Messerschmitt Me 264 and the Amerikabomber were both designed to strike what continent from Europe?	"North America ""They were both designed to strike North America from Europe."" ""The Messerschmitt Me 264 and the Amerikabomber were both designed to strike North America from Europe."" ""The Messerschmitt Me 264 and the Amerikabomber were both designed to strike North America."	"""North America"""	1	The Amerikabomber was a long-range strategic bomber for the Luftwaffe.
5f3d273e-911d-499e-93e4-8803096d33c7	text	What small river runs down the Homs Gap, nicknamed the 'gateway to Syria', to the Syrian coast to the Mediterranean Sea?	"The Nahr al-Kabir river runs down the Homs Gap. ""The small Nahr al-Kabir river runs down the Gap to the Syrian coast to the Mediterranean Sea."" ""The small Nahr al-Kabir river runs through the Homs Gap, nicknamed the 'gateway to Syria', to the Syrian coast to the Mediterranean Sea"" ""The Nahr al-Kabir river runs down the Homs Gap."" ""The small Nahr al-Kabir river runs down the Homs Gap to the Syrian coast to the Mediterranean Sea."" ""The small Nahr al-Kabir river runs down the Homs Gap."	"""Nahr al-Kabir river"""	1	The Homs Gap.
2fb9aace-e645-435a-aa75-23b7cbbb5bec	text	What period of paintings were both Tommaso Conca and Tommaso Aldrovandini known for?	"Baroque ""Both Tommaso Conca and Tommaso Aldrovandini were known for painting during the Baroque period."" ""Both Tommaso Conca and Tommaso Aldrovandini were known for Baroque period paintings."" ""Tommaso Conca and Tommaso Aldrovandini were both known for Baroque paintings."" ""Both Tommaso Conca and Tommaso Aldrovandini known for Baroque paintings."" ""Both Tommaso Conca and Tommaso Aldrovandini were known for painting in the Baroque period."	"""Baroque period"""	1	Tommaso Aldrovandini
f85e9e45-d79f-4c20-bf51-9bf8778a849a	text	Jews in Christian lands were subjected to worse polemics, persecutions and massacres than Jews who lived under the rule of who,  of whom ethnic Arab citizens of Israel are an example?	"Muslims ""Jews in Christian lands were subjected to worse polemics, persecutions and massacres than Jews who lived under the rule of Muslims"" ""Jews in Christian lands were subjected to worse polemics, persecutions and massacres than Jews who lived under Muslim rule."" ""Jews in Christian lands were subjected to worse polemics, persecutions and massacres than Jews who lived under the Muslim rule of whom ethnic Arab citizens of Israel are an example."" ""Jews in Christian lands were subjected to worse polemics, persecutions and massacres than Jews who lived under the rule of Muslims, of whom ethnic Arab citizens of Israel are an example."	"""Muslims"""	1	Islam is the second-largest religion in Israel.
dd2f1ee6-58fb-46b9-b0c0-7025ff12d1cb	text	What monarchy in Central Europe, that existed from the Middle Ages into the 20th century (1000–1946 with the exception of 1918–1920) and existed for almost a millennium, did the Cumans flee to, to escape  the Mongols?	"The Cumans fled to the Kingdom of Hungary. ""The Kingdom of Hungary was the monarchy in Central Europe, that existed from the Middle Ages into the 20th century (1000–1946 with the exception of 1918–1920) and existed for almost a millennium, did the Cumans flee to, to escape the Mongols"" ""It says that The Kingdom of Hungary was a monarchy in Central Europe that existed from the Middle Ages into the 20th century (1000–1946 with the exception of 1918–1920) and existed for almost a millennium and that the Cumans fled westward and sought asylum within the Kingdom of Hungary. The common factor is the Kingdom of Hungary. Therefore, the answer is the Kingdom of Hungary."" ""The Cumans fled to the Kingdom of Hungary to escape the Mongols"" ""In order to escape the Mongols, the Cumans fled to The Kingdom of Hungary, a monarchy in Central Europe, that existed from the Middle Ages into the 20th century."" ""The Kingdom of Hungary was the monarchy that they the Cumans fled to."	"""The Kingdom of Hungary"""	1	The Cumans fled westward and sought asylum within the Kingdom of Hungary.
8d063a84-cd52-473d-823d-6ed2f2979249	text	Shinty and zesta-punta are both what?	"Games. ""Shinty and zesta-punta are both games."" ""They are both games."" ""Shinty and zesta-punta are both team games"" ""Shinty and zesta-punta are both team games."	"""Games"""	1	Games
